no_of_adults,no_of_children,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Stay,booking_status_Not_Canceled,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
1,0,0,1,269,2018,12,29,0,0,0,70.0,1,5,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,12,2018,8,17,1,0,3,0.0,4,1,1.0,0.0,1.0,0.0,0.0,0.0
2,0,0,1,205,2018,7,24,0,0,0,90.95,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,94,2018,5,18,0,0,0,127.93,0,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,39,2017,9,4,0,0,0,85.5,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,41,2018,3,13,0,0,0,85.67,0,3,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,301,2018,7,30,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,62,2018,4,21,0,0,0,91.48,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,20,2018,11,14,0,0,0,104.0,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,168,2018,4,22,0,0,0,85.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,18,2017,10,16,0,0,0,107.65,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2018,8,7,0,0,0,98.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,64,2018,3,10,0,0,0,70.46,0,19,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,150,2018,9,16,0,0,0,126.9,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,42,2018,11,22,0,0,0,72.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,210,2017,10,8,0,0,0,86.0,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,2,2018,9,14,0,0,0,116.67,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,56,2018,4,18,0,0,0,85.5,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,39,2018,9,12,0,0,0,135.9,2,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,13,2018,8,19,0,0,0,128.5,3,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,13,2018,2,14,0,0,0,91.0,0,6,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,73,2017,11,27,0,0,0,79.2,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,109,2017,7,16,0,0,0,76.5,1,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,7,5,2018,10,13,0,0,0,215.6,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,39,2017,8,14,0,0,0,109.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,2,0,6,128,2018,5,27,0,0,0,207.9,2,2,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,95,2018,5,22,0,0,0,141.32,1,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,158,2018,8,25,0,0,0,90.95,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,54,2017,12,30,0,0,0,118.2,1,5,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,4,0,2018,1,4,0,0,0,108.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,117,2018,5,10,0,0,0,83.64,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,51,2017,11,8,0,0,0,60.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,24,2018,5,21,0,0,0,155.0,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,162,2017,9,17,0,0,0,70.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,43,2018,6,18,0,0,0,109.49,1,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,118,2018,6,6,0,0,0,110.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,47,2018,3,17,0,0,0,71.1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,44,2018,2,17,0,0,0,75.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,154,2018,11,30,0,0,0,68.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,9,2017,9,30,0,0,0,120.0,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,103,2018,5,4,0,0,0,80.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,35,2018,4,17,0,0,0,93.9,0,3,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,155,2018,7,17,0,0,0,137.7,2,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,28,2017,9,22,0,0,0,103.87,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,143,2018,8,25,0,0,0,100.0,1,3,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,1,44,2018,4,23,0,0,0,133.0,1,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,87,2017,11,20,0,0,0,49.07,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,26,2018,11,16,0,0,0,77.0,0,3,0.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,43,2018,9,7,0,0,0,98.1,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,102,2018,10,9,0,0,0,108.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,112,2018,6,2,0,0,0,100.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,5,2017,10,21,0,0,0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,131,2018,10,10,0,0,0,108.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,72,2018,3,27,0,0,0,68.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,2,0,6,222,2018,10,29,0,0,0,219.6,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,40,2017,9,30,0,0,0,75.53,1,5,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,65,2018,7,23,0,0,0,137.7,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,8,2018,2,21,0,0,0,111.0,3,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,56,2018,6,8,0,0,0,120.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,20,2017,9,2,0,0,0,80.85,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,8,2017,11,11,0,0,0,107.0,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,162,2018,7,27,0,0,0,118.8,1,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,83,2018,10,19,0,0,0,132.3,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,59,2018,11,14,0,0,0,75.0,1,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,11,2018,12,19,0,0,0,86.0,0,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,17,2018,4,3,0,0,0,89.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,31,2018,3,7,0,0,0,67.6,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,11,2018,4,16,0,0,0,109.67,2,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,1,2017,8,8,0,0,0,80.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,86,2018,5,26,0,0,0,140.4,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,113,2018,4,4,0,0,0,63.49,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,3,2018,4,29,0,0,0,95.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,130,2018,4,15,0,0,0,71.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,286,2018,9,16,0,0,0,117.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2018,1,2,0,0,0,72.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,78,2018,3,25,0,0,0,100.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,2,2018,3,17,0,0,0,82.4,0,1,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,22,2018,2,4,0,0,0,82.33,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,191,2018,6,3,0,0,0,132.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,174,2018,10,5,0,0,0,98.1,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,232,2018,9,15,0,0,0,80.75,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,0,2018,4,28,0,0,0,45.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,289,2017,10,17,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,1,4,6,2018,8,19,0,0,0,154.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,60,2017,9,21,0,0,0,65.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,8,2018,11,2,0,0,0,115.6,1,5,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,265,2018,6,24,0,0,0,83.33,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,146,2017,12,29,0,0,0,85.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,100,2018,5,19,0,0,0,136.0,1,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,13,2017,10,19,0,0,0,65.0,0,2,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,346,2018,9,13,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,94,2018,9,3,0,0,0,102.68,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,1,0,6,2,2018,11,25,0,0,0,153.8,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,31,2018,4,23,0,0,0,87.04,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,2,0,6,148,2018,7,11,0,0,0,217.11,0,7,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,1,2017,8,4,0,0,0,65.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0
2,0,0,4,271,2018,12,26,0,0,0,144.63,1,7,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,79,2017,11,13,0,0,0,75.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,101,2018,5,25,0,0,0,132.6,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,68,2018,4,25,0,0,0,114.5,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,4,126,2018,5,15,0,0,0,125.45,2,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,7,16,2018,5,6,0,0,0,194.58,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,5,2017,12,17,0,0,0,69.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,156,2018,9,25,0,0,0,116.1,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,61,2018,4,11,0,0,0,76.58,0,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,5,16,2018,2,6,0,0,0,86.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
1,0,0,1,151,2018,1,19,0,0,0,70.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,104,2018,8,24,0,0,0,150.3,0,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,106,2018,10,7,0,0,0,113.4,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,2,2018,1,22,0,0,0,98.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,147,2018,8,22,0,0,0,137.7,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,78,2018,3,25,0,0,0,100.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,1,4,3,2018,6,20,0,0,0,0.0,3,1,1.0,0.0,1.0,0.0,0.0,0.0
1,0,0,1,31,2017,10,11,0,0,0,94.5,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,59,2018,8,11,0,0,0,144.9,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,7,2018,6,9,0,0,0,151.0,1,4,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,15,2018,4,7,0,0,0,148.5,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,104,2018,4,18,0,0,0,72.25,1,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,63,2018,8,9,0,0,0,144.1,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,134,2018,7,13,0,0,0,89.25,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,377,2018,10,14,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,192,2018,6,24,0,0,0,95.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,50,2018,12,13,1,0,2,67.5,1,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,163,2018,10,15,0,0,0,115.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,30,2018,6,2,0,0,0,140.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,188,2018,6,15,0,0,0,130.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,279,2018,9,20,0,0,0,177.3,0,7,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,308,2018,12,29,0,0,0,71.91,0,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,105,2018,4,6,0,0,0,75.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,9,2018,10,29,0,0,0,137.63,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,1,2017,9,20,0,0,0,102.41,0,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,193,2018,9,29,0,0,0,93.09,1,3,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,1,2,2018,4,1,0,0,0,90.47,1,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,71,2018,5,10,0,0,0,98.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,27,2018,6,9,0,0,0,120.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,418,2018,9,26,0,0,0,107.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2018,3,21,1,0,6,65.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0
1,0,0,1,89,2018,12,17,0,0,0,79.2,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,39,2018,6,27,0,0,0,113.4,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,10,2017,9,7,0,0,0,159.75,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,80,2018,9,15,0,0,0,168.3,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,185,2018,12,16,0,0,0,103.5,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,88,2018,12,1,0,0,0,93.6,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,2,2017,12,17,0,0,0,63.75,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,1,2018,4,4,0,0,0,89.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,32,2017,11,14,0,0,0,96.3,3,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,9,2018,4,8,0,0,0,125.33,1,3,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,198,2018,9,22,0,0,0,159.3,3,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,39,2018,11,15,0,0,0,74.8,1,7,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,98,2018,9,27,0,0,0,95.0,1,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,92,2017,10,6,0,0,0,89.25,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,38,2018,9,9,0,0,0,170.1,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,19,2018,6,22,0,0,0,100.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0
1,0,0,1,2,2018,1,2,0,0,0,88.0,0,5,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,132,2018,7,3,0,0,0,90.9,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,273,2018,11,22,0,0,0,63.75,0,5,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,45,2017,10,22,0,0,0,85.5,2,3,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,7,2018,5,13,0,0,0,215.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,132,2018,5,16,0,0,0,105.3,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,221,2017,10,17,0,0,0,65.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,2,119,2018,2,10,0,0,0,81.0,1,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,31,2018,10,15,0,0,0,85.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,87,2018,5,21,0,0,0,119.85,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,73,2018,5,25,0,0,0,129.96,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,4,124,2018,10,9,0,0,0,135.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,54,2018,9,2,0,0,0,139.86,0,5,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,169,2018,7,3,0,0,0,158.95,1,5,0.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,11,2018,10,2,0,0,0,135.0,3,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,386,2018,10,23,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,38,2018,9,2,0,0,0,109.8,0,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,1,2018,2,28,0,0,0,60.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,301,2018,11,18,0,0,0,52.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,103,2018,4,19,0,0,0,115.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,10,2018,11,1,0,0,0,102.0,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,66,2018,5,9,0,0,0,152.15,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,210,2018,7,16,0,0,0,87.18,1,7,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,115,2018,11,18,0,0,0,90.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,27,2018,5,4,0,0,0,85.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,28,2017,9,7,0,0,0,125.4,1,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,13,2017,8,18,0,0,0,80.0,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,50,2018,11,10,0,0,0,126.3,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,51,2018,8,29,0,0,0,123.3,0,7,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,85,2018,10,6,0,0,0,85.0,1,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,87,2018,7,18,0,0,0,141.75,1,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,261,2018,10,13,0,0,0,90.95,2,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,207,2018,12,30,0,0,0,161.67,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,14,2018,2,7,0,0,0,81.0,1,7,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,61,2018,11,11,0,0,0,88.0,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,36,2018,11,26,0,0,0,72.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,317,2018,9,15,0,0,0,120.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,1,2,5,2017,12,22,0,0,0,1.6,0,5,1.0,0.0,1.0,0.0,0.0,0.0
2,0,0,6,30,2018,1,15,0,0,0,75.15,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,28,2018,8,29,0,0,0,90.98,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,146,2018,8,5,0,0,0,81.25,1,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,39,2018,12,19,0,0,0,102.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,96,2017,7,11,0,0,0,94.5,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,29,2018,5,19,0,0,0,111.5,1,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,77,2018,3,20,0,0,0,90.95,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,46,2018,11,11,0,0,0,75.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,2,0,6,0,2017,8,7,0,0,0,153.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,15,2017,9,16,0,0,0,115.0,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,270,2018,4,20,0,0,0,62.8,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,34,2018,6,19,0,0,0,122.4,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,2,214,2018,7,12,0,0,0,81.5,1,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2017,11,2,0,0,0,104.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,41,2018,10,4,0,0,0,139.5,2,5,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,151,2018,1,19,0,0,0,71.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,15,2018,11,5,0,0,0,107.99,1,6,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,122,2018,6,11,0,0,0,109.65,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,15,2018,1,24,0,0,0,68.99,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,36,2018,6,29,0,0,0,133.1,0,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,29,2018,11,17,0,0,0,89.9,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,39,2017,8,14,0,0,0,101.5,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,89,2018,3,25,0,0,0,105.3,1,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,89,2018,12,10,0,0,0,96.0,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,132,2018,7,29,0,0,0,124.8,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,68,2017,9,29,0,0,0,48.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,44,2018,6,18,0,0,0,96.3,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,2,2018,1,28,0,0,0,92.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,1,2018,5,10,0,0,0,84.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,26,2018,10,21,0,0,0,139.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,120,2018,8,9,0,0,0,127.8,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,19,2018,9,23,0,0,0,139.0,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,207,2017,8,21,0,0,0,76.5,2,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,273,2017,7,17,0,0,0,109.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,39,2017,8,14,0,0,0,101.5,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,286,2018,10,16,0,0,0,90.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,45,2018,3,3,0,0,0,78.3,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,11,2018,10,4,1,1,1,0.0,0,2,1.0,0.0,1.0,0.0,0.0,0.0
1,0,0,1,273,2017,7,17,0,0,0,87.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,101,2018,7,13,0,0,0,105.3,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,178,2018,8,10,0,0,0,99.45,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,317,2018,9,15,0,0,0,120.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,267,2018,9,30,0,0,0,95.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,274,2018,11,4,0,0,0,0.0,2,0,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,74,2018,5,17,0,0,0,126.9,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,268,2018,4,8,0,0,0,78.0,0,5,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,1,16,2017,9,5,0,0,0,117.6,1,6,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,250,2018,9,26,0,0,0,95.0,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,30,2018,7,14,0,0,0,149.4,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,181,2018,10,11,0,0,0,120.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,193,2018,7,9,0,0,0,70.44,1,3,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,128,2018,8,4,0,0,0,140.7,1,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,11,2017,12,15,0,0,0,65.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
1,0,0,1,3,2018,4,25,1,0,4,65.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,5,2017,9,2,1,0,1,12.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,195,2018,9,27,0,0,0,112.56,1,7,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,6,155,2018,5,22,0,0,0,177.35,0,8,0.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,0,2018,7,10,0,0,0,15.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,141,2018,9,4,0,0,0,133.65,2,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,12,2018,1,19,0,0,0,72.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
